ID,CommentsAssociated,CommentsAssociatedLabel
1374,"// regular case of accessing nested field in a column[[SEP]]// TODO: support this, need to create a func to create an array with fields within// the origin array?[[SEP]]// This may happen for schema-less tables, where columns are dynamically// supplied by serdes.",1
1074,/** * Calls {@link Player#getCurrentWindowIndex()} on the delegate and returns the result. * * @deprecated Use {@link #getCurrentMediaItemIndex()} instead. */[[SEP]]// Forwarding to deprecated method,1
23127,// TODO: add a finish() at least to PushBase? DV too...?,1
1219,"/** * Get the current percent complete, relative to the minimum and maximum values. The percent will always be between 0.0 - 1.0. * * @return the current percent complete */[[SEP]]// If we have no range[[SEP]]// Calculate the relative progress",0
1382,"/*         * If the bytes represent DER encoded value indicating ASN.1 SEQUENCE followed by length byte if it is zero then while trying to         * parse PKCS7 block from the encoded stream, it failed parsing the content type. The DerInputStream.getSequence() method in this         * case returns an empty DerValue array but ContentType does not check the length of array before accessing the array resulting in a         * ArrayIndexOutOfBoundsException. This check ensures that when we create random stream of bytes we do not create ASN.1 SEQUENCE         * followed by zero length which fails the test intermittently.         */",0
21934,"/** * Joins this {@link Table} with an user-defined {@link TableFunction}. This join is similar to * a SQL inner join but works with a table function. Each row of the table is joined with all * rows produced by the table function. * * <p>Example: * * <pre>{@code * class MySplitUDTF extends TableFunction<String> { *   public void eval(String str) { *     str.split(""#"").forEach(this::collect); *   } * } * * TableFunction<String> split = new MySplitUDTF(); * tableEnv.registerFunction(""split"", split); * table.joinLateral(""split(c) as (s)"", ""a = s"").select(""a, b, c, s""); * }</pre> * * @deprecated use {@link #joinLateral(Expression, Expression)} */",1
24785,// data streams and their backing indices should _not_ be in the authorized list since the backing indices// did not match the requested pattern and the request does not support data streams[[SEP]]// neither data streams nor their backing indices will be in the resolved list since the request does not support data streams// and the backing indices do not match the requested name,0
1425,"// we do not need cursorB here, it is likely to be closed anyway",1
9381,"/** * Returns whether the {@linkplain MediaCodecInfo encoder} supports the given resolution. */[[SEP]]// Some devices (Samsung, Huawei, and Pixel 6. See b/222095724) under-report their encoding// capabilities. The supported height reported for H265@3840x2160 is 2144, and// H264@1920x1080 is 1072. See b/229825948.// Cross reference with CamcorderProfile to ensure a resolution is supported.",0
4730,// ---------------------------------------------------------------------------------------------// Utility methods// ---------------------------------------------------------------------------------------------[[SEP]]/** * Transforms a {@link LinkedHashMap} with {@link TypeSerializerSnapshot}s as the value to * {@link TypeSerializer} as the value by restoring the snapshot. */,0
9367,/** * Get the first vertex ID. * * @return first vertex ID */,0
9485,"/** * Cancels the transformation that is currently in progress, if any. * * @throws IllegalStateException If this method is called from the wrong thread. */[[SEP]]/* forCancellation= */",0
7824,// FIXME: only use the first bound,1
457,/** * Atomically increments the current value by one. * * @return the updated value */,0
22759,"// if you change this, it's a very breaking change for Monitoring",1
1451,"// Generate a Keyset with a single private key.[[SEP]]// Generate a keyset handle. This handle does not have a primary key set.[[SEP]]// Now set the primary key, and generate another keyset handle with the same key.[[SEP]]// Use handleWithPrimary, it should work fine.[[SEP]]// Use hybridEncryptWithoutPrimary, it should not work.",1
12871,// TODO(cpovirk): Consider removing this?,1
13041,/** * The sampling variance of the collected values as a String. */,0
3718,// expected,0
9886,"// Iterables.filter(Iterable, Class)",0
6122,"/** * Execute the command <a href=""https://redis.io/commands/set"">SET</a>. * Summary: Set the string value of a key * Group: string * Requires Redis 1.0.0 * * @param key the key * @param value the value */",0
7660,"/** * Returns a {@link XingSeeker} for seeking in the stream, if required information is present. * Returns {@code null} if not. On returning, {@code frame}'s position is not specified so the * caller should reset it. * * @param inputLength The length of the stream in bytes, or {@link C#LENGTH_UNSET} if unknown. * @param position The position of the start of this frame in the stream. * @param mpegAudioHeader The MPEG audio header associated with the frame. * @param frame The data in this audio frame, with its position set to immediately after the *     'Xing' or 'Info' tag. * @return A {@link XingSeeker} for seeking in the stream, or {@code null} if the required *     information is not present. */[[SEP]]// If the frame count is missing/invalid, the header can't be used to determine the duration.[[SEP]]// If the size in bytes or table of contents is missing, the stream is not seekable.[[SEP]]// TODO: Handle encoder delay and padding in 3 bytes offset by xingBase + 213 bytes:// delay = (frame.readUnsignedByte() << 4) + (frame.readUnsignedByte() >> 4);// padding = ((frame.readUnsignedByte() & 0x0F) << 8) + frame.readUnsignedByte();",1
8430,"/** * A setting which contains a sensitive string, but which for legacy reasons must be found outside secure settings. * @see #secureString(String, Setting, Property...) * @deprecated only used by S3 repository module insecure credentials functionality */",1
784,// 17 does not seem to be used,1
26331,"// TODO we plan to support joins in the future when possible, but for now we'll just fail early if we see one[[SEP]]// Note: JOINs are not supported but we detect them when[[SEP]]// occurs when dealing with local relations (SELECT 5+2)",1
12908,"/** * A sensible definition of {@link #hashCode} as {@code entrySet().hashCode()} . If you override * {@link #entrySet}, you may wish to override {@link #hashCode} to forward to this * implementation. * * @since 7.0 */",0
1066,/** * Calls {@link Player#getTrackSelectionParameters()} on the delegate and returns the result. */,0
3409,"/** * Find entities using a query and the given sort options, with named parameters. * * @param query a {@link io.quarkus.hibernate.orm.panache query string} * @param sort the sort strategy to use * @param params {@link Parameters} of indexed parameters * @return a new {@link PanacheQuery} instance for the given query * @see #find(String, Parameters) * @see #find(String, Sort, Map) * @see #find(String, Sort, Parameters) * @see #list(String, Sort, Parameters) * @see #stream(String, Sort, Parameters) */",0
